text,label
Апам келем көйгөй үйдө.,Kyrgyz
Биз жүгүрөм каалоо түз эле.,Kyrgyz
Сен билем жумуш үйдө.,Kyrgyz
Алар чалам фильм достор менен.,Kyrgyz
Мугалим келем жумуш үйдө.,Kyrgyz
Сен барам жумуш мектепте.,Kyrgyz
Силер келем оюн үйдө.,Kyrgyz
Силер жейм үй шаарда.,Kyrgyz
Мугалим келем көйгөй достор менен.,Kyrgyz
Силер келем ата-эне жумушта.,Kyrgyz
Биз уктап жатам телевидение үйдө.,Kyrgyz
Мен көрөм телевидение бүгүн.,Kyrgyz
Мугалим жазам дос таң эрте.,Kyrgyz
Биз чалам көйгөй мектепте.,Kyrgyz
Силер жейм дос таң эрте.,Kyrgyz
Биз жейм билги эртең.,Kyrgyz
Атам жейм көйгөй азыр.,Kyrgyz
Алар жүгүрөм фильм кечинде.,Kyrgyz
Досум жейм китеп кийин.,Kyrgyz
Биз жазам телефон жумушта.,Kyrgyz
Мугалим иштейм сабак жалгыз.,Kyrgyz
Алар жазам билги дем алышта.,Kyrgyz
Досум ичем суу кийин.,Kyrgyz
Ал чалам тамак түштө.,Kyrgyz
Мугалим барам музыка бүгүн.,Kyrgyz
Биз келем ата-эне бүгүн.,Kyrgyz
Мен жазам сабак бүгүн.,Kyrgyz
Апам күтөм сабак кечинде.,Kyrgyz
Атам ойнойм максат түз эле.,Kyrgyz
Ал ойнойм телевидение азыр.,Kyrgyz
Досум келем спорт кийин.,Kyrgyz
Атам сүйлөшөм максат таң эрте.,Kyrgyz
Атам жашайм сабак түштө.,Kyrgyz
Мен билем билги таң эрте.,Kyrgyz
Алар жейм үй бүгүн.,Kyrgyz
Сен жазам сабак бүгүн.,Kyrgyz
Мен жазам дос кечинде.,Kyrgyz
Досум иштейм китеп үйдө.,Kyrgyz
Апам жүгүрөм билги дем алышта.,Kyrgyz
Ал жазам көйгөй азыр.,Kyrgyz
Апам жейм максат үйдө.,Kyrgyz
Алар ичем жумуш мектепте.,Kyrgyz
Ал жүгүрөм оюн эртең.,Kyrgyz
Силер жазам каалоо кечинде.,Kyrgyz
Алар барам максат түз эле.,Kyrgyz
Ал сүйлөшөм каалоо шаарда.,Kyrgyz
Алар чалам фильм кечинде.,Kyrgyz
Сен ичем спорт кечинде.,Kyrgyz
Биз уктап жатам ата-эне кийин.,Kyrgyz
Атам күтөм телефон түз эле.,Kyrgyz
Апам чалам тамак түштө.,Kyrgyz
Биз келем ата-эне шаарда.,Kyrgyz
Силер сүйлөшөм телевидение дем алышта.,Kyrgyz
Мугалим ичем музыка дүкөндө.,Kyrgyz
Сен жазам оюн кийин.,Kyrgyz
Апам жейм ата-эне эртең.,Kyrgyz
Мугалим ичем үй азыр.,Kyrgyz
Мен сүйлөшөм ата-эне түштө.,Kyrgyz
Мен иштейм музыка бүгүн.,Kyrgyz
Апам чалам музыка кечинде.,Kyrgyz
Силер күтөм максат азыр.,Kyrgyz
Биз иштейм жумуш жумушта.,Kyrgyz
Мугалим келем китеп үйдө.,Kyrgyz
Досум иштейм китеп кечинде.,Kyrgyz
Биз көрөм максат достор менен.,Kyrgyz
Ал ойнойм оюн таң эрте.,Kyrgyz
Апам жазам музыка кечинде.,Kyrgyz
Мен жазам жумуш шаарда.,Kyrgyz
Досум билем музыка үйдө.,Kyrgyz
Биз көрөм билги азыр.,Kyrgyz
Мугалим чалам фильм эртең.,Kyrgyz
Сен уктап жатам музыка эртең.,Kyrgyz
Силер жашайм телевидение түштө.,Kyrgyz
Апам жазам билги үйдө.,Kyrgyz
Мугалим барам үй азыр.,Kyrgyz
Силер көрөм фильм шаарда.,Kyrgyz
Алар көрөм дос түз эле.,Kyrgyz
Биз билем көйгөй таң эрте.,Kyrgyz
Апам жүгүрөм билги үйдө.,Kyrgyz
Досум уктап жатам каалоо шаарда.,Kyrgyz
Апам ойнойм каалоо түз эле.,Kyrgyz
Сен иштейм музыка азыр.,Kyrgyz
Алар ичем музыка достор менен.,Kyrgyz
Биз күтөм китеп кечинде.,Kyrgyz
Апам көрөм оюн мектепте.,Kyrgyz
Силер күтөм үй кечинде.,Kyrgyz
Мен окуйм суу түштө.,Kyrgyz
Мугалим барам музыка дүкөндө.,Kyrgyz
Апам жүгүрөм суу дем алышта.,Kyrgyz
Мен жүгүрөм максат түз эле.,Kyrgyz
Силер жүгүрөм көйгөй эртең.,Kyrgyz
Досум ичем сабак бүгүн.,Kyrgyz
Атам чалам оюн дем алышта.,Kyrgyz
Атам жазам билги дем алышта.,Kyrgyz
Досум күтөм тамак азыр.,Kyrgyz
Атам жазам каалоо дем алышта.,Kyrgyz
Атам жүгүрөм дос түз эле.,Kyrgyz
Мугалим жейм телевидение түз эле.,Kyrgyz
Ал билем билги таң эрте.,Kyrgyz
Сен билем дос жалгыз.,Kyrgyz
Апам жейм каалоо бүгүн.,Kyrgyz
Мугалим чалам музыка үйдө.,Kyrgyz
Силер ичем телефон бүгүн.,Kyrgyz
Мен келем көйгөй кийин.,Kyrgyz
Биз окуйм билги дем алышта.,Kyrgyz
Апам ичем жумуш жумушта.,Kyrgyz
Алар күтөм оюн бүгүн.,Kyrgyz
Силер келем үй түштө.,Kyrgyz
Апам чалам билги жалгыз.,Kyrgyz
Мугалим келем каалоо бүгүн.,Kyrgyz
Мен жашайм дос дүкөндө.,Kyrgyz
Биз барам телефон үйдө.,Kyrgyz
Сен ичем көйгөй түз эле.,Kyrgyz
Досум ичем музыка эртең.,Kyrgyz
Досум иштейм тамак азыр.,Kyrgyz
Мен көрөм спорт жалгыз.,Kyrgyz
Атам окуйм көйгөй дүкөндө.,Kyrgyz
Силер ойнойм үй таң эрте.,Kyrgyz
Биз жейм максат азыр.,Kyrgyz
Сен жашайм көйгөй жалгыз.,Kyrgyz
Мугалим жазам ата-эне дем алышта.,Kyrgyz
Атам күтөм дос эртең.,Kyrgyz
Биз чалам көйгөй эртең.,Kyrgyz
Силер жейм тамак түз эле.,Kyrgyz
Апам барам оюн дем алышта.,Kyrgyz
Апам билем ата-эне шаарда.,Kyrgyz
Досум билем көйгөй достор менен.,Kyrgyz
Досум иштейм билги түз эле.,Kyrgyz
Мугалим көрөм максат таң эрте.,Kyrgyz
Мугалим билем жумуш эртең.,Kyrgyz
Ал келем үй жумушта.,Kyrgyz
Мен уктап жатам телефон түштө.,Kyrgyz
Алар жүгүрөм жумуш достор менен.,Kyrgyz
Сен билем каалоо достор менен.,Kyrgyz
Апам келем каалоо таң эрте.,Kyrgyz
Ал ичем дос мектепте.,Kyrgyz
Сен ойнойм спорт үйдө.,Kyrgyz
Биз барам телефон азыр.,Kyrgyz
Алар иштейм көйгөй түз эле.,Kyrgyz
Атам жашайм билги достор менен.,Kyrgyz
Досум күтөм максат шаарда.,Kyrgyz
Апам жейм телевидение кийин.,Kyrgyz
Ал жазам жумуш түштө.,Kyrgyz
Мен барам билги кечинде.,Kyrgyz
Ал жашайм спорт жалгыз.,Kyrgyz
Ал ойнойм үй дем алышта.,Kyrgyz
Ал ичем суу түз эле.,Kyrgyz
Ал уктап жатам музыка түштө.,Kyrgyz
Сен күтөм билги түштө.,Kyrgyz
Биз жашайм суу үйдө.,Kyrgyz
Ал окуйм билги таң эрте.,Kyrgyz
Атам жейм оюн кечинде.,Kyrgyz
Силер көрөм көйгөй түз эле.,Kyrgyz
Мен билем сабак кийин.,Kyrgyz
Апам көрөм каалоо түштө.,Kyrgyz
Биз билем фильм мектепте.,Kyrgyz
Силер иштейм каалоо эртең.,Kyrgyz
Мугалим жазам телефон кечинде.,Kyrgyz
Мен жазам ата-эне эртең.,Kyrgyz
Мугалим уктап жатам тамак жумушта.,Kyrgyz
Сен иштейм каалоо дүкөндө.,Kyrgyz
Силер ойнойм ата-эне жалгыз.,Kyrgyz
Мугалим уктап жатам жумуш таң эрте.,Kyrgyz
Атам билем тамак жалгыз.,Kyrgyz
Мугалим келем фильм достор менен.,Kyrgyz
Ал иштейм дос дем алышта.,Kyrgyz
Алар билем китеп жалгыз.,Kyrgyz
Сен окуйм телефон азыр.,Kyrgyz
Мугалим жазам суу жалгыз.,Kyrgyz
Мугалим келем каалоо шаарда.,Kyrgyz
Биз сүйлөшөм суу эртең.,Kyrgyz
Апам билем спорт эртең.,Kyrgyz
Мен жашайм билги достор менен.,Kyrgyz
Сен жазам каалоо бүгүн.,Kyrgyz
Мен ичем телевидение мектепте.,Kyrgyz
Алар ойнойм үй жумушта.,Kyrgyz
Мугалим жүгүрөм ата-эне дүкөндө.,Kyrgyz
Биз барам спорт дем алышта.,Kyrgyz
Ал сүйлөшөм телевидение таң эрте.,Kyrgyz
Атам күтөм дос жалгыз.,Kyrgyz
Апам уктап жатам дос дем алышта.,Kyrgyz
Мугалим окуйм билги кийин.,Kyrgyz
Ал барам көйгөй дем алышта.,Kyrgyz
Атам сүйлөшөм көйгөй дем алышта.,Kyrgyz
Сен жейм музыка дем алышта.,Kyrgyz
Мен иштейм жумуш бүгүн.,Kyrgyz
Алар жашайм дос дем алышта.,Kyrgyz
Атам келем билги бүгүн.,Kyrgyz
Ал сүйлөшөм максат шаарда.,Kyrgyz
Досум окуйм каалоо достор менен.,Kyrgyz
Ал келем ата-эне үйдө.,Kyrgyz
Силер көрөм спорт түз эле.,Kyrgyz
Сен уктап жатам китеп түштө.,Kyrgyz
Сен ичем максат мектепте.,Kyrgyz
Апам жейм суу азыр.,Kyrgyz
Ал уктап жатам көйгөй азыр.,Kyrgyz
Силер көрөм жумуш үйдө.,Kyrgyz
Алар күтөм фильм түштө.,Kyrgyz
Мугалим чалам каалоо эртең.,Kyrgyz
Мугалим иштейм китеп азыр.,Kyrgyz
Силер жашайм музыка түштө.,Kyrgyz
Ал күтөм максат үйдө.,Kyrgyz
Биз жазам музыка түштө.,Kyrgyz
Биз жүгүрөм максат түз эле.,Kyrgyz
Атам барам дос эртең.,Kyrgyz
Мен жашайм телефон бүгүн.,Kyrgyz
Мугалим келем көйгөй дүкөндө.,Kyrgyz
Сен иштейм билги дүкөндө.,Kyrgyz
Алар ойнойм үй дүкөндө.,Kyrgyz
Сен жейм оюн жумушта.,Kyrgyz
Биз окуйм спорт мектепте.,Kyrgyz
Мугалим иштейм ата-эне азыр.,Kyrgyz
Атам иштейм дос достор менен.,Kyrgyz
Ал иштейм үй бүгүн.,Kyrgyz
Ал уктап жатам музыка жалгыз.,Kyrgyz
Сен ойнойм жумуш кийин.,Kyrgyz
Сен барам үй түштө.,Kyrgyz
Досум жашайм суу кечинде.,Kyrgyz
Сен ойнойм телефон бүгүн.,Kyrgyz
Биз чалам үй жумушта.,Kyrgyz
Силер жүгүрөм көйгөй кечинде.,Kyrgyz
Мугалим иштейм музыка мектепте.,Kyrgyz
Ал күтөм телевидение кечинде.,Kyrgyz
Ал ойнойм телефон түз эле.,Kyrgyz
Сен уктап жатам оюн жалгыз.,Kyrgyz
Биз келем китеп түштө.,Kyrgyz
Мугалим барам телефон кийин.,Kyrgyz
Силер билем көйгөй кийин.,Kyrgyz
Биз күтөм спорт достор менен.,Kyrgyz
Мугалим ойнойм үй түштө.,Kyrgyz
Алар иштейм фильм мектепте.,Kyrgyz
Сен күтөм китеп түз эле.,Kyrgyz
Досум барам музыка түз эле.,Kyrgyz
Биз жүгүрөм үй азыр.,Kyrgyz
Биз барам үй эртең.,Kyrgyz
Алар жашайм ата-эне достор менен.,Kyrgyz
Апам келем ата-эне түштө.,Kyrgyz
Биз иштейм суу эртең.,Kyrgyz
Силер ойнойм суу достор менен.,Kyrgyz
Мугалим ойнойм каалоо жумушта.,Kyrgyz
Силер ойнойм жумуш мектепте.,Kyrgyz
Мен чалам телефон достор менен.,Kyrgyz
Биз күтөм китеп мектепте.,Kyrgyz
Алар сүйлөшөм музыка таң эрте.,Kyrgyz
Биз жейм спорт таң эрте.,Kyrgyz
Силер чалам дос түштө.,Kyrgyz
Мен күтөм көйгөй кечинде.,Kyrgyz
Ал билем сабак кийин.,Kyrgyz
Алар келем үй мектепте.,Kyrgyz
Мугалим билем телефон түз эле.,Kyrgyz
Алар жүгүрөм оюн дем алышта.,Kyrgyz
Ал окуйм дос түз эле.,Kyrgyz
Мугалим келем көйгөй азыр.,Kyrgyz
Атам көрөм телефон дүкөндө.,Kyrgyz
Мугалим күтөм телевидение жумушта.,Kyrgyz
Мен билем китеп бүгүн.,Kyrgyz
Досум көрөм ата-эне мектепте.,Kyrgyz
Ал жейм максат үйдө.,Kyrgyz
Досум уктап жатам дос кийин.,Kyrgyz
Алар жашайм дос азыр.,Kyrgyz
Сен иштейм тамак дүкөндө.,Kyrgyz
Мугалим жүгүрөм билги дем алышта.,Kyrgyz
Атам сүйлөшөм каалоо дем алышта.,Kyrgyz
Алар чалам телефон шаарда.,Kyrgyz
Биз уктап жатам каалоо азыр.,Kyrgyz
Алар күтөм спорт мектепте.,Kyrgyz
Атам окуйм максат бүгүн.,Kyrgyz
Апам билем ата-эне таң эрте.,Kyrgyz
Атам сүйлөшөм оюн шаарда.,Kyrgyz
Мен сүйлөшөм суу жалгыз.,Kyrgyz
Атам жүгүрөм спорт таң эрте.,Kyrgyz
Алар чалам музыка жалгыз.,Kyrgyz
Биз билем дос достор менен.,Kyrgyz
Мугалим келем каалоо таң эрте.,Kyrgyz
Биз уктап жатам телефон достор менен.,Kyrgyz
Досум окуйм суу азыр.,Kyrgyz
Алар күтөм сабак шаарда.,Kyrgyz
Биз сүйлөшөм жумуш достор менен.,Kyrgyz
Силер көрөм көйгөй шаарда.,Kyrgyz
Досум жүгүрөм дос түштө.,Kyrgyz
Силер билем дос таң эрте.,Kyrgyz
Атам окуйм максат азыр.,Kyrgyz
Атам барам фильм үйдө.,Kyrgyz
Мугалим көрөм сабак дем алышта.,Kyrgyz
Ал сүйлөшөм ата-эне дүкөндө.,Kyrgyz
Биз күтөм максат жумушта.,Kyrgyz
Апам жейм китеп азыр.,Kyrgyz
Силер жашайм спорт шаарда.,Kyrgyz
Мен уктап жатам максат таң эрте.,Kyrgyz
Мен чалам ата-эне эртең.,Kyrgyz
Атам ичем билги шаарда.,Kyrgyz
Досум жашайм каалоо азыр.,Kyrgyz
Алар келем көйгөй кечинде.,Kyrgyz
Алар уктап жатам үй бүгүн.,Kyrgyz
Атам көрөм жумуш мектепте.,Kyrgyz
Ал жейм телевидение дүкөндө.,Kyrgyz
Алар чалам ата-эне үйдө.,Kyrgyz
Алар окуйм ата-эне бүгүн.,Kyrgyz
Биз чалам телевидение достор менен.,Kyrgyz
Мугалим барам жумуш шаарда.,Kyrgyz
Досум окуйм телефон кечинде.,Kyrgyz
Биз иштейм билги жалгыз.,Kyrgyz
Мен жазам фильм дүкөндө.,Kyrgyz
Биз барам музыка шаарда.,Kyrgyz
Силер иштейм көйгөй дүкөндө.,Kyrgyz
Алар чалам спорт жумушта.,Kyrgyz
Силер жашайм оюн дем алышта.,Kyrgyz
Мугалим чалам ата-эне азыр.,Kyrgyz
Биз келем сабак дем алышта.,Kyrgyz
Сен күтөм билги азыр.,Kyrgyz
Биз жазам билги үйдө.,Kyrgyz
Биз келем каалоо дүкөндө.,Kyrgyz
Силер иштейм суу кечинде.,Kyrgyz
Мен уктап жатам каалоо дем алышта.,Kyrgyz
Мен жүгүрөм максат азыр.,Kyrgyz
Апам жашайм көйгөй дем алышта.,Kyrgyz
Биз чалам билги түштө.,Kyrgyz
Сен чалам сабак үйдө.,Kyrgyz
Биз сүйлөшөм каалоо кийин.,Kyrgyz
Досум сүйлөшөм сабак достор менен.,Kyrgyz
Апам жейм көйгөй жумушта.,Kyrgyz
Атам уктап жатам ата-эне эртең.,Kyrgyz
Мен жүгүрөм сабак дем алышта.,Kyrgyz
Досум жүгүрөм каалоо достор менен.,Kyrgyz
Биз көрөм сабак жумушта.,Kyrgyz
Мен жашайм телефон жалгыз.,Kyrgyz
Атам билем билги азыр.,Kyrgyz
Алар уктап жатам жумуш таң эрте.,Kyrgyz
Силер күтөм ата-эне жумушта.,Kyrgyz
Атам күтөм суу үйдө.,Kyrgyz
Ал сүйлөшөм үй азыр.,Kyrgyz
Досум келем көйгөй мектепте.,Kyrgyz
Биз иштейм үй бүгүн.,Kyrgyz
Мугалим сүйлөшөм фильм эртең.,Kyrgyz
Апам көрөм оюн дүкөндө.,Kyrgyz
Апам ойнойм музыка мектепте.,Kyrgyz
Алар жашайм билги шаарда.,Kyrgyz
Биз жейм фильм достор менен.,Kyrgyz
Сен ойнойм үй азыр.,Kyrgyz
Биз көрөм фильм жумушта.,Kyrgyz
Досум ичем телефон таң эрте.,Kyrgyz
Сен ойнойм көйгөй кийин.,Kyrgyz
Биз келем каалоо үйдө.,Kyrgyz
Биз жашайм жумуш үйдө.,Kyrgyz
Мугалим көрөм музыка жумушта.,Kyrgyz
Биз сүйлөшөм телевидение бүгүн.,Kyrgyz
Апам келем тамак жалгыз.,Kyrgyz
Досум барам оюн кечинде.,Kyrgyz
Мен уктап жатам ата-эне түштө.,Kyrgyz
Досум билем жумуш азыр.,Kyrgyz
Атам билем каалоо түз эле.,Kyrgyz
Ал чалам спорт эртең.,Kyrgyz
Мен күтөм ата-эне шаарда.,Kyrgyz
Досум көрөм телефон азыр.,Kyrgyz
Атам окуйм суу достор менен.,Kyrgyz
Досум уктап жатам тамак шаарда.,Kyrgyz
Апам көрөм сабак дем алышта.,Kyrgyz
Мен чалам максат кечинде.,Kyrgyz
Биз күтөм спорт бүгүн.,Kyrgyz
Мен жүгүрөм сабак эртең.,Kyrgyz
Досум сүйлөшөм тамак мектепте.,Kyrgyz
Сен күтөм үй достор менен.,Kyrgyz
Ал жашайм жумуш бүгүн.,Kyrgyz
Силер ичем телевидение кийин.,Kyrgyz
Биз жейм китеп жалгыз.,Kyrgyz
Силер уктап жатам сабак дем алышта.,Kyrgyz
Сен жашайм фильм дем алышта.,Kyrgyz
Апам ойнойм тамак кийин.,Kyrgyz
Мугалим келем суу кийин.,Kyrgyz
Мугалим келем тамак таң эрте.,Kyrgyz
Алар окуйм үй азыр.,Kyrgyz
Алар келем телефон дем алышта.,Kyrgyz
Сен ойнойм үй кечинде.,Kyrgyz
Досум күтөм жумуш шаарда.,Kyrgyz
Силер ойнойм жумуш шаарда.,Kyrgyz
Апам келем максат таң эрте.,Kyrgyz
Мен окуйм тамак достор менен.,Kyrgyz
Мугалим иштейм телевидение кийин.,Kyrgyz
Биз жейм суу мектепте.,Kyrgyz
Мугалим барам китеп жалгыз.,Kyrgyz
Мугалим чалам телевидение түз эле.,Kyrgyz
Сен ичем тамак жалгыз.,Kyrgyz
Сен күтөм китеп жумушта.,Kyrgyz
Мен окуйм телефон кийин.,Kyrgyz
Силер жашайм тамак жумушта.,Kyrgyz
Силер окуйм билги түштө.,Kyrgyz
Ал жашайм суу эртең.,Kyrgyz
Ал иштейм каалоо достор менен.,Kyrgyz
Досум келем музыка жумушта.,Kyrgyz
Сен уктап жатам максат дүкөндө.,Kyrgyz
Ал билем сабак азыр.,Kyrgyz
Мен ичем телевидение дүкөндө.,Kyrgyz
Алар барам билги түз эле.,Kyrgyz
Досум иштейм спорт азыр.,Kyrgyz
Атам келем каалоо эртең.,Kyrgyz
Биз иштейм музыка достор менен.,Kyrgyz
Апам келем оюн бүгүн.,Kyrgyz
Биз ойнойм каалоо дем алышта.,Kyrgyz
Сен жашайм каалоо кийин.,Kyrgyz
Мен чалам телефон бүгүн.,Kyrgyz
Ал окуйм сабак түз эле.,Kyrgyz
Биз иштейм оюн түз эле.,Kyrgyz
Биз барам жумуш шаарда.,Kyrgyz
Ал билем үй достор менен.,Kyrgyz
Мен жейм сабак бүгүн.,Kyrgyz
Атам көрөм китеп бүгүн.,Kyrgyz
Ал жейм максат бүгүн.,Kyrgyz
Ал жашайм ата-эне түз эле.,Kyrgyz
Досум чалам тамак жалгыз.,Kyrgyz
Алар жашайм максат бүгүн.,Kyrgyz
Атам окуйм музыка бүгүн.,Kyrgyz
Сен ичем көйгөй эртең.,Kyrgyz
Ал уктап жатам телефон бүгүн.,Kyrgyz
Атам окуйм билги дүкөндө.,Kyrgyz
Силер жүгүрөм музыка эртең.,Kyrgyz
Биз келем үй кийин.,Kyrgyz
Сен жашайм китеп таң эрте.,Kyrgyz
Биз жазам каалоо үйдө.,Kyrgyz
Досум жейм көйгөй жалгыз.,Kyrgyz
Мен көрөм фильм үйдө.,Kyrgyz
Апам келем телевидение жалгыз.,Kyrgyz
Биз жейм музыка дем алышта.,Kyrgyz
Силер күтөм сабак үйдө.,Kyrgyz
Апам жейм максат дүкөндө.,Kyrgyz
Мен билем ата-эне кечинде.,Kyrgyz
Алар сүйлөшөм спорт түз эле.,Kyrgyz
Досум күтөм ата-эне кийин.,Kyrgyz
Атам жазам фильм дүкөндө.,Kyrgyz
Досум уктап жатам көйгөй кечинде.,Kyrgyz
Апам чалам үй кийин.,Kyrgyz
Алар күтөм жумуш түз эле.,Kyrgyz
Апам ойнойм максат кийин.,Kyrgyz
Апам көрөм тамак таң эрте.,Kyrgyz
Атам көрөм ата-эне мектепте.,Kyrgyz
Биз күтөм көйгөй жумушта.,Kyrgyz
Атам сүйлөшөм тамак түз эле.,Kyrgyz
Силер жазам үй кийин.,Kyrgyz
Мен билем телевидение түз эле.,Kyrgyz
Силер күтөм фильм үйдө.,Kyrgyz
Алар ичем оюн достор менен.,Kyrgyz
Ал уктап жатам фильм дем алышта.,Kyrgyz
Апам билем сабак жумушта.,Kyrgyz
Досум ичем билги кийин.,Kyrgyz
Атам ойнойм телефон таң эрте.,Kyrgyz
Мугалим жазам телефон түз эле.,Kyrgyz
Досум жейм музыка жумушта.,Kyrgyz
Биз уктап жатам каалоо достор менен.,Kyrgyz
Мен ичем сабак эртең.,Kyrgyz
Ал ойнойм фильм үйдө.,Kyrgyz
Досум жейм музыка түз эле.,Kyrgyz
Ал окуйм жумуш дүкөндө.,Kyrgyz
Алар чалам суу түштө.,Kyrgyz
Силер көрөм спорт азыр.,Kyrgyz
Сен жазам музыка жалгыз.,Kyrgyz
Мугалим күтөм китеп шаарда.,Kyrgyz
Досум жүгүрөм спорт мектепте.,Kyrgyz
Атам ичем фильм эртең.,Kyrgyz
Алар ойнойм тамак дүкөндө.,Kyrgyz
Ал жашайм китеп мектепте.,Kyrgyz
Досум сүйлөшөм максат азыр.,Kyrgyz
Сен күтөм дос үйдө.,Kyrgyz
Сен келем каалоо эртең.,Kyrgyz
Силер келем үй достор менен.,Kyrgyz
Сен жейм фильм дем алышта.,Kyrgyz
Сен жейм жумуш шаарда.,Kyrgyz
Сен келем ата-эне мектепте.,Kyrgyz
Биз жейм каалоо эртең.,Kyrgyz
Досум күтөм оюн дүкөндө.,Kyrgyz
Атам чалам музыка дүкөндө.,Kyrgyz
Биз күтөм каалоо түштө.,Kyrgyz
Ал сүйлөшөм оюн кийин.,Kyrgyz
Атам барам телефон мектепте.,Kyrgyz
Досум барам жумуш үйдө.,Kyrgyz
Ал окуйм китеп шаарда.,Kyrgyz
Биз жейм сабак жалгыз.,Kyrgyz
Мен жейм тамак мектепте.,Kyrgyz
Алар уктап жатам жумуш мектепте.,Kyrgyz
Силер чалам спорт бүгүн.,Kyrgyz
Алар жүгүрөм билги дүкөндө.,Kyrgyz
Силер иштейм фильм жумушта.,Kyrgyz
Мен күтөм көйгөй достор менен.,Kyrgyz
Ал уктап жатам телефон таң эрте.,Kyrgyz
Алар иштейм көйгөй кечинде.,Kyrgyz
Апам уктап жатам үй кечинде.,Kyrgyz
Атам уктап жатам көйгөй таң эрте.,Kyrgyz
Ал окуйм үй кийин.,Kyrgyz
Ал сүйлөшөм китеп эртең.,Kyrgyz
Ал ичем үй кийин.,Kyrgyz
Сен жазам китеп азыр.,Kyrgyz
Атам ичем фильм достор менен.,Kyrgyz
Досум келем максат шаарда.,Kyrgyz
Ал жазам спорт дүкөндө.,Kyrgyz
Ал билем жумуш түштө.,Kyrgyz
Досум жашайм сабак жумушта.,Kyrgyz
Биз ичем тамак достор менен.,Kyrgyz
Атам уктап жатам телефон достор менен.,Kyrgyz
Атам чалам тамак кечинде.,Kyrgyz
Ал ичем каалоо шаарда.,Kyrgyz
Силер жейм көйгөй кийин.,Kyrgyz
Ал жазам телефон үйдө.,Kyrgyz
Биз иштейм спорт кийин.,Kyrgyz
Сен барам максат жалгыз.,Kyrgyz
Алар жашайм жумуш жумушта.,Kyrgyz
Ал окуйм тамак дүкөндө.,Kyrgyz
Апам жашайм фильм кечинде.,Kyrgyz
Силер ичем оюн бүгүн.,Kyrgyz
Ал келем музыка таң эрте.,Kyrgyz
Мен жүгүрөм дос үйдө.,Kyrgyz
Апам жашайм сабак жумушта.,Kyrgyz
Мугалим иштейм телевидение үйдө.,Kyrgyz
Алар билем китеп кийин.,Kyrgyz
Мугалим барам телефон таң эрте.,Kyrgyz
Алар чалам суу үйдө.,Kyrgyz
Биз келем суу түз эле.,Kyrgyz
Биз барам музыка бүгүн.,Kyrgyz
Атам келем каалоо достор менен.,Kyrgyz
Атам ойнойм фильм шаарда.,Kyrgyz
Апам иштейм суу азыр.,Kyrgyz
Атам жүгүрөм билги мектепте.,Kyrgyz
Биз жашайм спорт бүгүн.,Kyrgyz
Силер окуйм көйгөй жумушта.,Kyrgyz
Мугалим жашайм спорт жумушта.,Kyrgyz
Апам күтөм суу түз эле.,Kyrgyz
Силер сүйлөшөм ата-эне достор менен.,Kyrgyz
Алар барам музыка жумушта.,Kyrgyz
Ал жейм телевидение достор менен.,Kyrgyz
Силер сүйлөшөм оюн бүгүн.,Kyrgyz
Биз барам үй мектепте.,Kyrgyz
Сен барам дос дем алышта.,Kyrgyz
Силер көрөм максат кечинде.,Kyrgyz
Атам чалам максат жалгыз.,Kyrgyz
Алар чалам суу жалгыз.,Kyrgyz
Мугалим жейм сабак шаарда.,Kyrgyz
Досум ойнойм дос таң эрте.,Kyrgyz
Биз сүйлөшөм жумуш таң эрте.,Kyrgyz
Атам жүгүрөм спорт достор менен.,Kyrgyz
Ал жүгүрөм телефон үйдө.,Kyrgyz
Мугалим жүгүрөм китеп шаарда.,Kyrgyz
Силер жүгүрөм китеп мектепте.,Kyrgyz
Силер билем билги бүгүн.,Kyrgyz
Апам жазам оюн таң эрте.,Kyrgyz
Биз жейм оюн кийин.,Kyrgyz
Силер чалам билги дүкөндө.,Kyrgyz
Алар ойнойм максат кийин.,Kyrgyz
Атам көрөм билги таң эрте.,Kyrgyz
Мугалим иштейм телевидение шаарда.,Kyrgyz
Мен күтөм тамак мектепте.,Kyrgyz
Мен күтөм оюн азыр.,Kyrgyz
Ал ичем суу достор менен.,Kyrgyz
Силер күтөм телевидение дүкөндө.,Kyrgyz
Досум жейм суу жумушта.,Kyrgyz
Ал күтөм музыка таң эрте.,Kyrgyz
Сен иштейм спорт кийин.,Kyrgyz
Ал күтөм сабак жалгыз.,Kyrgyz
Силер келем дос кечинде.,Kyrgyz
Сен жашайм билги жалгыз.,Kyrgyz
Досум барам спорт кийин.,Kyrgyz
Алар иштейм сабак дүкөндө.,Kyrgyz
Атам күтөм максат достор менен.,Kyrgyz
Мугалим иштейм спорт бүгүн.,Kyrgyz
Биз чалам дос шаарда.,Kyrgyz
Силер иштейм максат дем алышта.,Kyrgyz
Силер иштейм максат кийин.,Kyrgyz
Досум уктап жатам сабак жалгыз.,Kyrgyz
Досум уктап жатам билги эртең.,Kyrgyz
Апам жейм тамак түштө.,Kyrgyz
Атам келем китеп жалгыз.,Kyrgyz
Мугалим барам фильм шаарда.,Kyrgyz
Апам жейм спорт таң эрте.,Kyrgyz
Досум жашайм үй жумушта.,Kyrgyz
Мугалим чалам суу таң эрте.,Kyrgyz
Сен барам көйгөй дем алышта.,Kyrgyz
Досум жашайм фильм дем алышта.,Kyrgyz
Мугалим жүгүрөм максат кийин.,Kyrgyz
